Country,AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value
Hungary,65,1,65,0,59
Germany,53,1,44,0,53
France,64,1,42,0,64
Brazil,29,1,25,0,29
India,181,6,38,14,181
Japan,67,1,30,6,67
Japan,58,1,32,3,58
Slovenia,82,1,50,0,82
Serbia,56,1,52,0,56
India,151,5,19,10,151
India,158,4,53,4,158
Finland,36,1,36,0,4
Indonesia,168,6,8,18,168
Pakistan,186,2,47,3,186
India,58,1,20,1,58
Ethiopia,90,1,21,0,90
Malaysia,134,3,17,9,134
United States of America,52,1,41,2,52
Brazil,24,0,24,0,18
Brazil,19,0,19,0,15
Turkey,54,1,43,0,54
India,180,7,7,16,180
India,176,2,42,3,176
Russian Federation,46,1,46,1,25
Japan,89,2,19,22,89
Germany,50,1,37,1,50
Russian Federation,97,1,43,0,97
Sri Lanka,83,1,21,3,83
Pakistan,136,1,30,3,136
Turkey,64,1,63,0,64
India,172,4,67,7,172
India,159,4,19,12,159
Pakistan,173,4,76,8,173
Nigeria,79,2,45,0,79
United States of America,27,0,26,0,27
Turkey,62,1,40,1,62
Russian Federation,43,1,34,3,43
Indonesia,56,1,18,0,56
United States of America,37,1,28,2,37
Germany,65,1,60,0,65
Iran (Islamic Republic of),46,1,46,0,30
United States of America,57,2,23,5,57
India,105,0,25,0,105
United States of America,49,1,14,5,49
Thailand,46,1,27,0,46
Iran (Islamic Republic of),53,1,41,0,53
India,57,1,23,0,57
United States of America,69,1,26,3,69
India,114,1,38,0,114
Brazil,40,1,5,1,40
Papua New Guinea,50,0,12,0,50
United States of America,45,1,35,2,45
Philippines,47,1,27,1,47
Equatorial Guinea,52,1,20,0,52
Philippines,50,1,17,0,50
Iran (Islamic Republic of),50,1,39,0,50
Russian Federation,38,1,38,0,3
Turkey,82,1,44,0,82
France,58,1,31,2,58
Spain,51,1,24,2,51
Russian Federation,57,1,37,1,57
Russian Federation,56,1,21,6,56
Greece,41,1,41,0,41
Spain,50,1,27,1,50
Spain,32,1,32,4,30
India,174,5,167,4,174
Pakistan,158,1,57,1,158
Germany,66,1,38,4,66
Brazil,56,1,12,4,56
Germany,53,1,19,8,53
Germany,66,1,37,2,66
Austria,57,1,23,2,57
Japan,30,1,30,2,22
El Salvador,104,3,0,13,104
Russian Federation,35,1,35,0,33
Iran (Islamic Republic of),84,0,44,0,84
Russian Federation,57,1,31,1,57
China,170,4,170,5,165
Japan,44,1,44,1,31
South Africa,182,10,16,14,182
Nigeria,134,4,23,3,134
Belgium,45,1,26,4,45
United States of America,33,1,31,7,33
Poland,65,1,27,3,65
Portugal,34,0,32,4,34
Panama,134,4,11,13,134
United States of America,51,1,25,7,51
United States of America,93,3,13,39,93
Guatemala,82,2,13,9,82
France,61,1,19,7,61
Brazil,58,1,9,4,58
Brazil,31,1,14,1,31
Uzbekistan,91,1,63,1,91
Iran (Islamic Republic of),46,1,36,0,46
United States of America,87,1,27,3,87
Panama,55,1,19,3,55
United States of America,58,2,18,17,58
United States of America,42,1,41,2,42
Thailand,34,0,26,0,34
Thailand,47,0,30,0,47
Colombia,35,1,9,3,35
Mexico,68,1,18,1,68
,33,0,33,0,33
Bangladesh,138,3,47,3,138
Colombia,55,2,1,2,55
Brazil,36,1,12,0,36
Brazil,70,1,6,5,70
United States of America,83,2,5,23,83
Viet Nam,39,1,21,0,39
Indonesia,30,1,16,0,30
France,65,1,23,3,65
United States of America,78,2,4,16,78
Italy,104,1,34,5,104
Bosnia and Herzegovina,47,1,33,0,47
Russian Federation,51,1,31,1,51
Russian Federation,48,1,45,1,48
Russian Federation,37,1,35,1,37
Poland,95,1,33,1,95
Poland,35,0,31,1,35
Turkey,45,1,39,1,45
United States of America,66,1,30,1,66
India,50,1,39,0,50
India,127,0,27,0,127
Russian Federation,52,1,36,0,52
Latvia,37,1,31,0,37
Italy,105,1,37,4,105
South Africa,45,1,23,0,45
Ethiopia,86,1,24,0,86
United States of America,91,3,8,25,91
United States of America,71,2,13,24,71
United States of America,62,2,24,19,62
United States of America,30,1,27,5,30
India,177,6,89,7,177
Brazil,93,3,2,8,93
India,173,4,154,1,173
France,45,1,33,1,45
Chile,134,3,4,15,134
Lithuania,34,0,34,0,34
Germany,36,0,33,1,36
Ecuador,15,1,5,1,15
Guatemala,68,2,6,3,68
Mexico,41,1,17,3,41
Brazil,93,3,0,8,93
India,83,2,83,1,78
New Zealand,14,0,12,1,14
United States of America,44,1,34,4,44
Malaysia,69,1,38,0,69
Democratic Republic of the Congo,39,2,7,0,39
Turkey,40,1,40,0,19
Russian Federation,36,1,36,0,36
France,63,1,18,7,63
Brazil,32,1,7,2,32
Japan,43,1,43,1,18
Brazil,31,1,13,1,31
Brazil,12,1,12,0,8
Mexico,321,5,6,21,321
India,101,1,28,0,101
,48,1,21,6,48
China,180,3,180,3,94
Brazil,38,1,10,1,38
Germany,42,1,27,3,42
Philippines,81,1,16,0,81
Nigeria,104,7,12,3,104
United States of America,27,0,27,0,26
China,23,0,23,0,13
India,227,1,44,0,227
India,95,0,27,0,95
Pakistan,192,2,137,1,192
Pakistan,173,1,61,2,173
Japan,44,1,44,1,16
Kenya,64,2,27,0,64
Germany,55,1,28,3,55
Germany,49,1,32,2,49
India,81,0,26,0,81
Japan,45,1,45,1,33
Burkina Faso,38,2,15,2,38
Malaysia,76,1,56,0,76
Ukraine,40,1,40,0,17
Kenya,62,2,20,1,62
Philippines,66,0,25,0,66
Switzerland,35,1,27,1,35
Netherlands,37,1,29,4,37
Hungary,55,1,26,2,55
,45,1,45,1,34
Italy,57,1,57,0,37
Indonesia,57,2,32,0,57
China,126,3,60,10,126
Brazil,88,3,1,10,88
Brazil,16,0,12,0,16
Italy,66,1,45,0,66
France,28,1,28,2,28
Germany,28,1,28,1,28
Guatemala,114,4,4,13,114
Bulgaria,48,1,39,1,48
Russian Federation,31,1,31,0,27
Uruguay,18,0,16,0,18
United States of America,55,1,21,3,55
Brazil,150,5,0,10,150
Belgium,37,1,32,3,37
Germany,27,1,27,2,27
Mozambique,32,0,22,0,32
Philippines,78,1,25,1,78
Italy,45,1,45,1,34
Panama,51,1,18,2,51
Romania,53,1,40,0,53
Thailand,44,0,21,0,44
United States of America,82,1,33,0,82
Israel,78,1,48,4,78
India,65,0,25,0,65
Ukraine,61,1,35,1,61
Switzerland,95,1,25,2,95
Netherlands,35,0,34,1,35
Peru,38,1,20,1,38
Thailand,44,0,28,0,44
Guatemala,73,2,7,6,73
Germany,37,0,34,1,37
Uganda,111,4,29,1,111
Mexico,51,1,11,5,51
United Republic of Tanzania,29,0,19,0,29
Peru,25,0,14,1,25
United States of America,53,1,29,8,53
Brazil,87,3,1,8,87
United States of America,42,1,21,5,42
United States of America,50,1,40,4,50
United States of America,55,1,16,15,55
Nigeria,60,3,24,0,60
United States of America,79,1,32,4,79
Russian Federation,28,1,28,0,27
,123,1,26,0,123
United States of America,75,3,7,19,75
United States of America,70,1,32,9,70
United States of America,54,2,25,8,54
United Kingdom of Great Britain and Northern Ireland,32,1,20,6,32
United States of America,45,1,34,5,45
India,91,1,33,3,91
France,37,1,26,2,37
Germany,31,1,31,2,18
Spain,50,1,13,7,50
Germany,38,1,24,3,38
India,166,0,32,0,166
India,120,1,35,0,120
Liberia,47,1,11,0,47
Lithuania,51,1,32,1,51
India,198,3,91,3,198
Brazil,18,0,18,0,14
Romania,73,1,42,0,73
United Kingdom of Great Britain and Northern Ireland,28,1,22,5,28
Kenya,46,1,17,0,46
Italy,48,1,48,1,45
United States of America,52,1,29,7,52
Italy,54,1,34,3,54
Italy,59,1,37,3,59
Poland,58,1,32,3,58
Mexico,160,2,16,5,160
Romania,70,1,39,0,70
Italy,65,2,15,4,65
Philippines,54,0,17,0,54
United States of America,73,2,13,19,73
Brazil,35,1,11,2,35
India,197,2,107,1,197
Luxembourg,26,1,26,2,23
India,81,0,28,0,81
United Kingdom of Great Britain and Northern Ireland,36,1,19,9,36
India,167,1,39,0,167
India,157,1,46,0,157
Russian Federation,40,0,34,0,40
United States of America,94,3,10,22,94
Germany,48,1,26,3,48
Kenya,74,3,31,0,74
United States of America,54,1,30,1,54
France,38,1,26,3,38
Nigeria,169,9,5,7,169
India,500,1,50,3,437
Belgium,30,0,25,2,30
United States of America,54,1,31,5,54
Senegal,135,1,28,3,135
Nigeria,98,5,18,3,98
United States of America,84,2,25,10,84
United States of America,48,1,25,11,48
Germany,38,1,18,6,38
India,204,1,42,1,204
Philippines,52,1,27,0,52
Austria,32,1,32,1,11
Japan,52,1,52,2,36
India,182,0,32,0,182
United States of America,77,2,23,8,77
United States of America,42,1,21,8,42
United Kingdom of Great Britain and Northern Ireland,32,1,17,10,32
Netherlands,31,0,30,2,31
China,41,1,41,0,38
Costa Rica,64,2,7,10,64
Spain,41,0,40,0,41
United States of America,75,2,14,19,75
United Kingdom of Great Britain and Northern Ireland,33,1,12,8,33
India,151,1,35,0,151
Hungary,71,1,32,1,71
United States of America,48,1,34,5,48
Netherlands,33,0,33,1,29
Peru,10,0,2,1,10
Peru,25,0,4,2,25
Germany,36,1,23,3,36
United Kingdom of Great Britain and Northern Ireland,31,1,23,4,31
United States of America,80,1,17,11,80
Oman,153,1,97,0,153
Russian Federation,29,1,29,1,18
Nepal,60,2,43,0,60
China,166,6,20,22,166
United States of America,57,1,27,10,57
Honduras,48,1,2,3,48
,26,0,26,0,19
Republic of North Macedonia,62,1,42,0,62
France,37,1,27,3,37
India,176,0,30,0,176
India,81,0,27,0,81
Niger,70,2,32,1,70
Philippines,65,1,20,0,65
Belgium,41,1,22,5,41
Mexico,65,1,23,0,65
Bangladesh,84,3,41,2,84
China,189,3,189,7,151
Chile,41,1,15,3,41
Ukraine,79,1,33,1,79
Mexico,68,1,16,4,68
Indonesia,172,4,172,2,148
Mexico,51,1,21,2,51
Vanuatu,30,0,25,0,30
Ecuador,67,2,11,6,67
United States of America,70,1,42,4,70
Viet Nam,82,2,56,2,82
India,155,2,78,2,155
Serbia,38,1,37,1,38
India,158,1,38,0,158
India,150,1,40,0,150
Democratic Republic of the Congo,48,1,10,0,48
Belgium,38,1,23,3,38
Germany,37,1,37,1,24
United States of America,37,1,37,4,35
United States of America,59,1,45,4,59
United Kingdom of Great Britain and Northern Ireland,61,0,32,1,61
United Kingdom of Great Britain and Northern Ireland,57,0,30,0,57
United States of America,73,1,43,4,73
Poland,36,1,27,1,36
China,84,2,80,3,84
China,171,4,171,3,141
China,195,3,195,2,139
Turkey,43,1,43,0,37
India,57,1,27,0,57
Russian Federation,61,0,33,0,61
Turkey,41,1,41,0,37
China,149,3,128,15,149
United States of America,44,1,43,2,44
China,140,3,140,3,90
Russian Federation,31,1,30,0,31
Russian Federation,33,1,32,0,33
Ukraine,72,1,35,1,72
Russian Federation,39,1,39,3,28
Poland,32,0,28,1,32
United States of America,53,1,24,12,53
China,184,9,39,24,184
Ukraine,45,1,45,1,37
India,76,0,23,0,76
Mauritius,31,0,28,0,31
France,38,1,23,3,38
Viet Nam,58,2,47,0,58
India,95,0,24,0,95
United States of America,41,1,41,0,30
Spain,38,1,30,4,38
Italy,34,1,34,2,18
Germany,32,1,32,2,30
Russian Federation,31,0,31,0,28
United States of America,35,1,35,4,32
United States of America,61,2,40,6,61
United Republic of Tanzania,35,0,22,0,35
United States of America,57,1,44,5,57
Congo,99,1,23,1,99
Venezuela (Bolivarian Republic of),46,1,16,5,46
United States of America,72,1,28,3,72
Mexico,74,1,17,2,74
Russian Federation,32,0,32,0,25
Philippines,54,1,23,0,54
France,41,1,37,0,41
Romania,55,1,39,0,55
United States of America,82,2,9,30,82
Netherlands,36,1,32,3,36
Philippines,57,1,26,1,57
,48,2,35,3,48
Mexico,58,2,1,5,58
India,167,2,99,2,167
Russian Federation,36,0,36,0,12
Mexico,68,2,9,9,68
United Republic of Tanzania,33,0,16,0,33
Philippines,54,1,24,1,54
Pakistan,244,2,120,1,244
India,53,2,24,1,53
Georgia,47,1,33,0,47
United Kingdom of Great Britain and Northern Ireland,56,0,32,1,56
Greece,65,1,43,4,65
United States of America,69,1,11,10,69
Finland,185,7,24,13,185
Japan,49,1,49,1,37
Belgium,39,1,26,3,39
India,158,2,68,1,158
Tajikistan,77,1,39,0,77
India,67,0,28,0,67
Senegal,146,2,21,0,146
Mali,81,1,21,1,81
Poland,32,0,32,0,27
Japan,47,1,47,1,44
Kyrgyzstan,120,1,34,1,120
Japan,53,2,42,5,53
Greece,52,1,45,0,52
Russian Federation,24,1,24,0,11
Democratic Republic of the Congo,91,2,29,1,91
Japan,40,1,40,2,35
India,181,2,119,2,181
Japan,48,2,48,3,42
,41,1,41,2,35
Pakistan,224,2,141,1,224
Malaysia,55,1,31,1,55
Pakistan,172,1,43,0,172
China,156,3,156,2,118
Nigeria,59,3,15,0,59
India,154,1,35,0,154
United States of America,58,2,24,7,58
Mexico,99,3,4,14,99
Switzerland,33,1,25,2,33
Lebanon,82,2,48,3,82
Nigeria,84,2,31,0,84
Cameroon,55,2,12,0,55
India,150,1,44,0,150
Iran (Islamic Republic of),70,1,43,0,70
Greece,69,1,42,4,69
Germany,30,1,30,3,27
Mali,46,1,14,0,46
Poland,30,0,28,1,30
Ukraine,53,1,41,0,53
China,63,1,47,3,63
Thailand,34,0,16,0,34
Japan,44,1,44,0,35
India,65,1,25,0,65
Russian Federation,29,1,29,0,17
United States of America,135,4,5,31,135
United States of America,46,2,24,12,46
Thailand,51,0,26,0,51
United States of America,60,1,42,6,60
United States of America,97,3,2,29,97
Brazil,46,1,15,3,46
Malawi,32,0,22,0,32
United Republic of Tanzania,38,0,20,0,38
Ukraine,44,1,43,2,44
United Republic of Tanzania,34,0,15,0,34
United Kingdom of Great Britain and Northern Ireland,29,0,29,1,25
Mexico,65,1,19,1,65
Serbia,72,1,32,2,72
United States of America,27,0,27,2,23
France,30,0,30,3,24
Iran (Islamic Republic of),83,1,41,0,83
India,151,1,41,0,151
Lithuania,39,1,34,0,39
Brazil,28,0,12,2,28
United Republic of Tanzania,32,0,19,0,32
United States of America,57,1,42,5,57
United Republic of Tanzania,35,1,15,0,35
Italy,53,1,32,2,53
Netherlands,35,1,32,3,35
United States of America,60,2,12,18,60
Venezuela (Bolivarian Republic of),79,2,10,7,79
Japan,58,1,50,2,58
Malawi,53,1,20,0,53
Finland,28,1,28,3,10
Dominican Republic,160,4,7,14,160
Spain,34,1,25,3,34
Italy,93,1,33,5,93
India,54,0,22,0,54
Switzerland,111,1,29,2,111
Ukraine,85,1,39,1,85
Sudan,55,1,21,0,55
Sudan,61,2,20,1,61
Germany,61,1,27,3,61
United States of America,28,1,28,2,21
,43,1,30,4,43
India,164,0,29,0,164
Germany,67,1,37,1,67
Morocco,54,2,20,7,54
Germany,46,1,27,2,46
United States of America,67,1,24,3,67
Mexico,148,3,9,13,148
Russian Federation,43,1,29,1,43
Israel,73,1,48,4,73
Canada,24,1,24,0,5
Cameroon,79,3,11,0,79
China,46,1,39,0,46
Russian Federation,49,1,45,1,49
Switzerland,59,1,27,1,59
Russian Federation,34,1,34,1,22
Romania,56,1,40,0,56
Germany,34,0,34,1,34
Russian Federation,33,1,33,0,22
Ukraine,65,1,42,0,65
Kazakhstan,75,1,40,0,75
Poland,40,1,26,2,40
Poland,47,1,38,1,47
Portugal,38,1,38,1,26
Russian Federation,37,1,37,0,15
United States of America,29,1,20,2,29
United States of America,58,1,42,4,58
Mexico,62,2,9,3,62
Spain,63,1,35,1,63
,44,1,44,0,17
Germany,38,0,32,1,38
Mexico,49,1,8,5,49
Brazil,27,1,6,0,27
Morocco,45,1,32,6,45
Thailand,21,0,21,0,19
Mexico,30,1,20,1,30
Chile,25,1,6,14,25
Japan,37,1,37,1,22
Brazil,19,1,15,0,19
India,55,0,31,0,55
Belgium,40,1,32,2,40
Japan,51,1,47,4,51
United States of America,38,1,29,8,38
Chile,47,1,6,7,47
Indonesia,39,1,25,0,39
Brazil,59,2,2,6,59
Germany,53,1,29,3,53
Argentina,66,1,14,5,66
Uzbekistan,97,1,68,2,97
Germany,95,1,29,2,95
India,167,1,38,0,167
Russian Federation,36,1,36,0,16
United Republic of Tanzania,26,1,18,0,26
Russian Federation,41,1,34,1,41
Lithuania,34,0,33,0,34
India,60,1,31,1,60
Portugal,29,1,29,1,25
Papua New Guinea,15,0,15,0,8
Colombia,70,2,14,3,70
,159,0,24,0,159
South Africa,274,16,8,19,274
Russian Federation,34,1,34,0,19
Cuba,62,1,21,2,62
Belgium,48,1,23,4,48
India,67,2,48,1,67
Russian Federation,36,1,36,1,36
Italy,120,2,28,10,120
Sweden,35,1,30,0,35
Philippines,53,1,24,0,53
China,57,1,30,2,57
Philippines,63,1,23,1,63
Spain,41,1,21,3,41
Romania,51,1,42,1,51
,187,1,86,1,187
Brazil,31,0,10,1,31
Philippines,47,1,26,0,47
Belgium,48,1,23,4,48
United States of America,57,2,17,15,57
Germany,43,1,24,5,43
Germany,46,1,29,2,46
Germany,39,0,34,1,39
United States of America,43,1,43,4,32
United Kingdom of Great Britain and Northern Ireland,50,1,29,4,50
United Kingdom of Great Britain and Northern Ireland,53,1,27,4,53
United Kingdom of Great Britain and Northern Ireland,50,1,25,5,50
Republic of North Macedonia,60,1,41,0,60
Russian Federation,33,1,33,1,22
Japan,51,1,45,2,51
Turkey,71,0,39,0,71
Brazil,32,0,16,1,32
India,152,1,38,0,152
Japan,40,1,40,1,22
Ecuador,41,1,15,2,41
Brazil,28,1,4,0,28
India,89,0,27,0,89
India,90,0,24,0,90
Japan,57,1,49,4,57
Syrian Arab Republic,56,1,47,1,56
Nigeria,82,2,19,2,82
Brazil,44,1,16,3,44
Nigeria,76,2,24,1,76
Pakistan,248,2,149,1,248
Uzbekistan,119,1,57,1,119
Ethiopia,56,0,18,0,56
United States of America,46,1,21,2,46
United States of America,59,1,19,7,59
Japan,43,1,43,0,32
Pakistan,472,1,46,0,374
United Kingdom of Great Britain and Northern Ireland,30,0,30,1,25
India,155,1,43,0,155
Netherlands,32,1,30,3,32
Japan,51,1,36,5,51
Sweden,39,0,39,0,19
Finland,162,5,17,15,162
Iran (Islamic Republic of),151,2,81,0,151
Netherlands,39,1,29,4,39
United States of America,76,2,5,14,76
United States of America,62,2,11,9,62
United Republic of Tanzania,17,0,17,0,11
India,158,1,43,0,158
Uzbekistan,124,1,58,2,124
United States of America,83,2,41,11,83
Colombia,34,1,13,0,34
Japan,41,1,41,1,34
Belgium,37,1,24,3,37
Turkey,41,1,41,0,29
India,500,1,74,1,470
Brazil,58,1,11,1,58
India,500,1,52,1,378
United Kingdom of Great Britain and Northern Ireland,56,0,32,0,56
South Africa,68,1,26,1,68
Mexico,28,1,16,2,28
Brazil,15,0,13,0,15
Brazil,54,1,6,3,54
Bolivia (Plurinational State of),16,1,3,0,16
France,43,0,43,0,25
Turkmenistan,115,1,41,0,115
Germany,65,1,32,2,65
Japan,48,1,48,2,37
Netherlands,37,1,29,3,37
Germany,33,0,33,1,33
China,134,3,134,1,77
Philippines,47,1,20,0,47
Malta,40,1,40,1,23
Somalia,96,0,19,0,96
Liberia,31,0,27,0,31
Germany,39,0,34,1,39
India,50,0,23,0,50
United States of America,116,4,7,46,116
China,40,1,40,0,24
Germany,54,1,30,3,54
United States of America,46,1,46,1,33
Greece,40,1,40,1,19
Aruba,163,0,23,0,163
Russian Federation,55,1,30,1,55
Turkey,34,1,27,3,34
Germany,40,1,23,3,40
Czechia,60,1,30,2,60
Benin,100,2,18,2,100
Italy,54,1,35,4,54
Italy,57,1,57,1,40
Brazil,21,1,10,1,21
Uganda,57,2,18,0,57
India,47,0,24,0,47
United States of America,35,1,20,6,35
Brazil,21,0,21,0,11
Philippines,63,1,26,0,63
South Africa,329,20,2,18,329
Germany,38,0,28,2,38
Russian Federation,37,1,37,0,26
Costa Rica,52,1,15,5,52
,50,4,32,0,50
United States of America,64,1,30,4,64
Pakistan,186,3,179,2,186
Philippines,90,1,27,1,90
Nepal,146,3,72,1,146
India,146,0,34,0,146
Australia,24,0,24,2,10
United States of America,66,1,24,15,66
India,157,1,37,0,157
Switzerland,39,1,25,1,39
Brazil,47,1,1,4,47
United States of America,35,1,35,2,24
Nicaragua,31,1,6,2,31
Germany,31,0,30,1,31
United States of America,53,1,40,4,53
Ethiopia,109,1,15,1,109
Belgium,32,1,24,3,32
United States of America,51,1,33,5,51
Finland,29,1,29,0,15
Italy,64,1,40,3,64
United States of America,81,2,20,14,81
France,30,1,28,2,30
France,60,1,21,5,60
Ghana,55,2,9,0,55
South Africa,66,1,19,1,66
Spain,35,1,24,3,35
Mexico,48,1,16,2,48
Colombia,63,2,7,3,63
Spain,56,1,43,0,56
Italy,60,1,40,3,60
Cuba,56,1,24,2,56
Mexico,31,1,24,1,31
Costa Rica,94,3,4,14,94
Guatemala,65,2,19,3,65
United States of America,47,1,16,10,47
India,472,1,64,2,380
Poland,36,1,30,1,36
United States of America,43,1,37,3,43
Cameroon,61,2,20,0,61
Thailand,21,0,21,0,16
Brazil,20,1,10,1,20
Brazil,25,0,10,1,25
Brazil,43,1,1,0,43
Brazil,21,1,15,1,21
Brazil,59,1,9,4,59
Brazil,143,5,1,8,143
Albania,53,1,31,1,53
India,161,1,52,0,161
United States of America,67,2,26,11,67
India,240,6,156,9,240
Japan,48,1,48,3,22
Russian Federation,31,1,31,1,28
Turkey,82,1,46,0,82
India,154,1,38,0,154
Nicaragua,25,1,11,0,25
India,500,1,40,1,500
United States of America,50,1,40,4,50
Ghana,52,2,5,1,52
Germany,34,0,30,1,34
Germany,31,0,31,1,26
United States of America,73,1,17,7,73
Spain,34,1,20,3,34
Pakistan,162,1,39,0,162
United Republic of Tanzania,21,0,14,0,21
Italy,72,2,23,8,72
Japan,46,1,46,0,23
Malaysia,78,2,43,2,78
India,175,1,39,0,175
China,156,4,156,8,152
Japan,43,1,43,0,18
United Kingdom of Great Britain and Northern Ireland,26,1,26,3,22
Ethiopia,92,1,22,0,92
Brazil,56,1,6,4,56
Indonesia,28,0,15,0,28
Italy,68,1,37,4,68
Paraguay,28,0,19,0,28
India,128,1,30,0,128
Australia,21,0,21,0,10
Spain,50,1,14,7,50
Ecuador,53,1,11,3,53
India,83,2,67,1,83
India,383,3,165,2,354
United Kingdom of Great Britain and Northern Ireland,50,1,16,5,50
Brazil,57,2,4,6,57
Italy,47,1,47,1,28
Germany,31,0,31,1,25
India,145,5,125,9,145
India,103,0,27,0,103
India,142,2,142,2,128
Brazil,30,1,8,2,30
Thailand,48,0,25,0,48
France,43,1,33,2,43
United States of America,85,0,22,0,85
Bolivia (Plurinational State of),67,1,15,0,67
Brazil,23,0,23,0,11
Brazil,94,3,0,8,94
Germany,34,0,28,2,34
Thailand,35,0,22,0,35
United States of America,20,0,16,8,20
Jamaica,103,1,19,3,103
Serbia,98,1,36,4,98
United Kingdom of Great Britain and Northern Ireland,41,1,9,12,41
United States of America,93,3,10,29,93
Germany,42,1,25,2,42
Canada,58,1,35,6,58
China,172,3,172,2,84
India,159,1,35,0,159
China,130,4,27,9,130
Democratic Republic of the Congo,63,2,32,0,63
Indonesia,195,10,10,27,195
India,150,3,33,8,150
Spain,47,1,47,0,26
United States of America,50,1,40,1,50
Russian Federation,49,1,21,12,49
Italy,64,1,64,0,52
United States of America,56,1,36,2,56
United States of America,55,1,37,2,55
United States of America,43,1,43,1,37
Italy,77,1,54,0,77
Cuba,43,1,43,0,31
Poland,48,1,41,1,48
France,63,1,49,0,63
United States of America,138,3,14,24,138
Bangladesh,139,4,15,14,139
Chad,77,1,24,0,77
Ukraine,61,1,52,0,61
India,173,2,29,5,173
India,59,1,21,1,59
Brazil,36,0,23,0,36
Guinea-Bissau,195,2,37,1,195
France,44,1,38,1,44
United States of America,51,1,30,2,51
Germany,66,1,58,0,66
Democratic Republic of the Congo,59,2,20,0,59
France,67,1,46,1,67
,23,1,11,0,23
Kazakhstan,79,2,15,11,79
Russian Federation,46,1,39,0,46
Romania,46,0,41,0,46
Iran (Islamic Republic of),122,0,35,0,122
Democratic Republic of the Congo,60,1,21,0,60
India,127,1,28,5,127
Brazil,74,1,21,1,74
France,58,1,38,0,58
Italy,54,1,43,0,54
United States of America,58,1,35,4,58
Gambia,162,1,33,0,162
Brazil,50,1,22,0,50
Switzerland,51,1,46,0,51
Brazil,41,1,16,1,41
Brazil,48,1,29,0,48
Italy,87,1,63,0,87
Colombia,71,1,25,1,71
Italy,71,1,71,0,56
Italy,74,1,74,0,36
Brazil,23,0,23,0,18
Colombia,27,1,6,0,27
Brazil,20,0,20,0,18
Italy,86,1,60,0,86
Brazil,22,0,19,0,22
Brazil,19,0,19,0,19
Spain,30,1,30,3,28
Philippines,120,2,30,6,120
Switzerland,60,1,42,0,60
United States of America,80,1,14,9,80
Brazil,23,1,23,0,23
United States of America,53,1,39,1,53
Italy,80,1,80,0,40
Czechia,71,1,46,0,71
Bangladesh,80,2,20,5,80
Pakistan,71,1,7,1,71
Thailand,72,2,22,3,72
China,168,5,0,61,168
India,134,1,34,2,134
South Africa,83,2,22,4,83
Afghanistan,90,0,26,0,90
Italy,76,1,47,0,76
United States of America,49,1,34,4,49
United Kingdom of Great Britain and Northern Ireland,32,1,32,1,32
United States of America,117,3,18,24,117
United States of America,46,1,24,3,46
Canada,71,2,22,12,71
,28,1,23,0,28
Thailand,103,2,11,8,103
China,198,12,1,52,198
Somalia,55,0,20,0,55
Japan,67,2,29,7,67
Japan,58,1,44,2,58
Russian Federation,40,1,40,2,22
Japan,69,2,13,11,69
China,153,4,14,48,153
China,50,1,17,6,50
Mexico,68,1,23,3,68
Italy,72,1,72,0,42
Austria,57,1,48,0,57
China,160,2,18,22,160
United States of America,59,1,20,7,59
Germany,62,1,52,0,62
Burkina Faso,61,1,28,0,61
Liberia,17,0,17,0,16
Yemen,145,1,38,2,145
Brazil,52,1,12,2,52
France,67,1,19,4,67
India,157,1,32,0,157
Turkey,45,1,45,0,36
China,164,7,39,22,164
Brazil,62,1,10,1,62
